uai;type_etab;nom_etablissement;adresse;code_postal;commune;position;voie_generale;voie_techno;voie_pro;etab_mere;nbeleves;voie_gt;rentree_scolaire;nombre_d_eleves;2ndes_gt;_merge;nbeleves_est;2des_est
0331502D;Lycée;Lycée privé Saint-Joseph de Tivoli;40 avenue d'Eysines;33073.0;Bordeaux;44.85385362327046, -0.5970924695792135;1.0;1.0;0.0;;725.0;True;2022.0;725.0;237.0;both;725.0;237.0
0300127A;Lycée;Lycée privé polyvalent Saint-Vincent de Paul;3 boulevard de Bruxelles;30020.0;Nîmes;43.834109902792484, 4.3625302479765935;1.0;1.0;1.0;;1059.0;True;2022.0;587.0;169.0;both;587.0;169.0
0134250Z;Lycée;Lycée général privé Bnei Elazar;50/52 boulevard de la Gaye;13009.0;Marseille;43.25763378834823, 5.400011884859197;1.0;0.0;0.0;;71.0;True;2022.0;71.0;22.0;both;71.0;22.0
0660924W;Lycée;Lycée polyvalent Christian Bourquin;4 avenue Nelson Mandela;66701.0;Argelès-sur-Mer;42.56535680241904, 3.0069418444743126;1.0;1.0;1.0;;1024.0;True;2022.0;633.0;205.0;both;633.0;205.0
0624430D;Lycée;Lycée Gambetta Carnot;25 boulevard Carnot;62022.0;Arras;50.28847161491862, 2.7768295199204083;1.0;1.0;0.0;;1274.0;True;2022.0;1274.0;412.0;both;1274.0;412.0
0382838D;Lycée;Lycée général et technologique La Pléiade;rue du Repos;38232.0;Pont-de-Chéruy;45.75234306615746, 5.170970629305736;1.0;1.0;0.0;;1068.0;True;2022.0;1068.0;377.0;both;1068.0;377.0
0731040J;Lycée;Lycée général privé Tomer Debora;9 chemin de Saint-Pol;73100.0;Aix-les-Bains;45.68557825687751, 5.920039597673328;1.0;0.0;0.0;;29.0;True;2022.0;29.0;8.0;both;29.0;8.0
0630001J;Lycée;Lycée polyvalent Blaise Pascal;23 rue Blaise Pascal;63600.0;Ambert;45.54556862840989, 3.746340336601179;1.0;0.0;1.0;;491.0;True;2022.0;315.0;120.0;both;315.0;120.0
0501234V;Lycée;Agri'pôle Saint-Hilaire du Harcouët;11 route de Fougères;50600.0;Saint-Hilaire-du-Harcouët;48.56913492662005, -1.0955218132002742;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0641732K;Lycée;Lycée Saint-John-Perse;2 rue Jules Ferry;64012.0;Pau;43.320036747586045, -0.36389561607494547;1.0;1.0;0.0;;894.0;True;2022.0;894.0;303.0;both;894.0;303.0
0240005A;Lycée;Lycée Maine de Biran;108 rue Valette;24108.0;Bergerac;44.85713636394288, 0.47455832269525977;1.0;1.0;0.0;;1393.0;True;2022.0;1393.0;462.0;both;1393.0;462.0
0572022N;Lycée;Lycée polyvalent Félix Mayer;2 square Georges Bastide;57150.0;Creutzwald;49.199195706051206, 6.6977498302610154;1.0;1.0;1.0;;801.0;True;2022.0;593.0;197.0;both;593.0;197.0
0570021N;Lycée;Lycée polyvalent Charles Hermite;6 chemin du Calvaire;57260.0;Dieuze;48.808034770672805, 6.724919849125402;1.0;1.0;1.0;;504.0;True;2022.0;432.0;152.0;both;432.0;152.0
0640010N;Lycée;Lycée René Cassin;2 rue de Lasseguette;64100.0;Bayonne;43.48061367308597, -1.4803439158130836;1.0;0.0;0.0;;1292.0;True;2022.0;1292.0;478.0;both;1292.0;478.0
0573320Z;Lycée;Lycée des métiers de l'hôtellerie et de la restauration Raymond Mondon;2 Boulevard de la Défense;57070.0;Metz;49.10556383604596, 6.2120595553844;0.0;1.0;1.0;;412.0;True;2022.0;121.0;0.0;both;121.0;-27.0
0783286Y;Lycée;Lycée Saint-Erembert;5 rue Salomon Reinach;78100.0;Saint-Germain-en-Laye;48.89599108673565, 2.099642839310491;1.0;1.0;0.0;;778.0;True;2022.0;778.0;250.0;both;778.0;250.0
0260072M;Lycée;Lycée polyvalent privé Saint-Louis;Clos Soubeyran;26402.0;Crest;44.725857334078206, 5.023493873817722;1.0;1.0;1.0;;551.0;True;2022.0;183.0;64.0;both;183.0;64.0
0772188K;Lycée;Lycée Pierre Mendès France;11 avenue de l'Europe;77176.0;Savigny-le-Temple;48.596423943238705, 2.5770936432589657;1.0;1.0;0.0;;879.0;True;2022.0;879.0;329.0;both;879.0;329.0
0133288D;Lycée;Lycée polyvalent Jean Monnet;Boulevard Rhin et Danube;13127.0;Vitrolles;43.42503844739921, 5.272326157185353;1.0;1.0;1.0;;1018.0;True;2022.0;896.0;298.0;both;896.0;298.0
0071397F;Lycée;Lycée polyvalent du Cheylard;Quartier Plaisance;7160.0;Le Cheylard;44.90897194714357, 4.42642993040606;1.0;1.0;1.0;;355.0;True;2022.0;287.0;107.0;both;287.0;107.0
0890008A;Lycée;Lycée polyvalent du Parc des Chaumes;14-16 avenue du Parc des Chaumes;89206.0;Avallon;47.488073602342475, 3.915874279606087;1.0;1.0;1.0;;445.0;True;2022.0;339.0;138.0;both;339.0;138.0
0130053M;Lycée;Lycée polyvalent Jean Perrin;74 rue Verdillon;13395.0;Marseille;43.27459669959619, 5.426499462063741;1.0;1.0;1.0;;1206.0;True;2022.0;969.0;308.0;both;969.0;308.0
0370881G;Lycée;Lycée privé Marmoutier;17 quai Marmoutier;37073.0;Tours;47.4030157561843, 0.7164188491644654;1.0;1.0;0.0;;164.0;True;2022.0;164.0;62.0;both;164.0;62.0
0210006T;Lycée;Lycée polyvalent Clos Maire;4 rue des Rôles;21200.0;Beaune;47.02987741957446, 4.838099695327464;1.0;1.0;1.0;;858.0;True;2022.0;704.0;228.0;both;704.0;228.0
0110023R;Lycée;Lycée polyvalent Louise Michel;2 rue Jean Moulin;11108.0;Narbonne;43.18958280119593, 3.0194500406021474;1.0;1.0;1.0;;2020.0;True;2022.0;1320.0;367.0;both;1320.0;367.0
0692800U;Lycée;Lycée polyvalent Charlie Chaplin;373 avenue Jean Jaurès;69153.0;Décines-Charpieu;45.772634374191405, 4.975696401664341;1.0;1.0;1.0;;1687.0;True;2022.0;1501.0;547.0;both;1501.0;547.0
0260066F;Lycée;Lycée général privé Saint-Maurice;rue Eugène Blain;26106.0;Romans-sur-Isère;45.046828160556124, 5.040706521207118;1.0;0.0;0.0;;368.0;True;2022.0;368.0;131.0;both;368.0;131.0
0110007Y;Lycée;Lycée polyvalent Jules Fil;Boulevard I et F Joliot Curie;11890.0;Carcassonne;43.21417296785063, 2.3712799987311692;1.0;1.0;1.0;;1337.0;True;2022.0;797.0;270.0;both;797.0;270.0
0450758E;Lycée;Lycée polyvalent privé Saint-Paul - Bourdon Blanc;4 rue Neuve Saint-Aignan;45000.0;Orléans;47.89877728692399, 1.9168999480148514;1.0;1.0;1.0;;999.0;True;2022.0;353.0;116.0;both;353.0;116.0
0710023P;Lycée;Lycée général et technologique  La Prat's;2 rue du 19 Mars 1962;71250.0;Cluny;46.43083062253774, 4.654176284533315;1.0;1.0;0.0;;369.0;True;2022.0;369.0;131.0;both;369.0;131.0
0801743K;Lycée;Lycée Montalembert;3 route d'Amiens;80600.0;Doullens;50.15356564570957, 2.339893656019411;1.0;0.0;0.0;;111.0;True;2022.0;111.0;35.0;both;111.0;35.0
0930974D;Lycée;Lycée général privé Blanche de Castille;1 place Charles de Gaulle;93250.0;Villemomble;48.8863488957798, 2.5125265867607713;1.0;0.0;0.0;;664.0;True;2022.0;664.0;239.0;both;664.0;239.0
0400046H;Lycée;Lycée polyvalent Antoine de Saint-Exupéry;539 avenue du Lycée;40161.0;Parentis-en-Born;44.356222013734026, -1.0710344657510074;1.0;1.0;1.0;;1267.0;True;2022.0;978.0;330.0;both;978.0;330.0
0040003G;Lycée;Lycée polyvalent  André Honnorat;1 rue André Honnorat;4400.0;Barcelonnette;44.388777851688836, 6.651860207203217;1.0;0.0;1.0;;169.0;True;2022.0;138.0;51.0;both;138.0;51.0
0061760F;Lycée;Lycée Alexis de Tocqueville;22 chemin de l'Orme;6131.0;Grasse;43.653633634916254, 6.940950334580676;1.0;1.0;0.0;;959.0;True;2022.0;959.0;356.0;both;959.0;356.0
0881664F;Lycée;Lycée des métiers de l'hôtellerie, de la restauration et de l'alimentation Jean-Baptiste-Siméon Chardin;32 boulevard d'Alsace;88407.0;Gérardmer;48.0733410586019, 6.876302210075;0.0;1.0;1.0;;327.0;True;2022.0;74.0;0.0;both;74.0;-42.0
0021872Z;Lycée;Lycée La Providence;2 rue Clerjot;2001.0;Laon;49.56335859409278, 3.6223006750168443;1.0;1.0;1.0;;136.0;True;2022.0;136.0;39.0;both;136.0;39.0
9720350Y;Lycée;Lycée général et technologique Frantz Fanon;Quartier Beauséjour;97220.0;La Trinité;14.74684276428781, -60.94895003414217;1.0;1.0;0.0;;823.0;True;2022.0;823.0;257.0;both;823.0;257.0
0120031U;Lycée;Lycée général et technologique Raymond Savignac;1 rue Agnès Savignac;12200.0;Villefranche-de-Rouergue;44.354642479771854, 2.0370493764848936;1.0;1.0;0.0;;339.0;True;2022.0;339.0;107.0;both;339.0;107.0
0501850P;Lycée;Lycée hôtelier Maurice Marland;159 Rue des Lycées;50400.0;Granville;48.83100463107776, -1.5805003664763941;0.0;1.0;1.0;;297.0;True;2022.0;62.0;0.0;both;62.0;-46.0
0131339K;Lycée;Lycée Saint-Joseph de la Madeleine;172 bis boulevard de la Libération;13248.0;Marseille;43.30133121878656, 5.3950843922032545;1.0;1.0;0.0;;395.0;True;2022.0;395.0;135.0;both;395.0;135.0
0061478Z;Lycée;Lycée Léonard de Vinci;214 rue Jean Joannon;6633.0;Antibes;43.60490536766148, 7.0716005975098755;1.0;1.0;1.0;;805.0;True;2022.0;520.0;193.0;both;520.0;193.0
0300002P;Lycée;Lycée polyvalent Jean-Baptiste Dumas;Place de Belgique;30104.0;Alès;44.13007691581518, 4.0749894825204445;1.0;1.0;1.0;;1848.0;True;2022.0;1045.0;389.0;both;1045.0;389.0
0330020T;Lycée;Lycée Jaufré Rudel;2 rue Urbain Chasseloup;33394.0;Blaye;45.12378511042626, -0.6606487305042764;1.0;1.0;0.0;;987.0;True;2022.0;987.0;364.0;both;987.0;364.0
0110012D;Lycée;Lycée polyvalent Germaine Tillion;Avenue du Docteur Laennec;11493.0;Castelnaudary;43.31733940114656, 1.9488695041602029;1.0;1.0;1.0;;1237.0;True;2022.0;826.0;322.0;both;826.0;322.0
0570216A;Lycée;Lycée Saint-Pierre Chanel;33 rue du Chardon;57100.0;Thionville;49.36335246880851, 6.151409392886137;1.0;0.0;0.0;;893.0;True;2022.0;893.0;314.0;both;893.0;314.0
0763237F;Lycée;Lycée Georges Baptiste;41 route de Duclair;76380.0;Canteleu;49.44312883811389, 1.018760618621491;0.0;1.0;1.0;;431.0;True;2022.0;53.0;0.0;both;53.0;-49.0
0570210U;Lycée;Lycée Notre-Dame;2 rue de Metz;57245.0;Peltre;49.07362306557198, 6.217470406406794;0.0;1.0;0.0;;75.0;True;2022.0;75.0;21.0;both;75.0;21.0
0831646N;Lycée;Lycée du Val d'Argens;Avenue de Vaugrenier;83490.0;Le Muy;43.475541466132164, 6.539440146323998;1.0;1.0;1.0;;1307.0;True;2022.0;1090.0;409.0;both;1090.0;409.0
0440030U;Lycée;Lycée polyvalent Gaspard Monge - La Chauvinière;2 rue de la Fantaisie;44322.0;Nantes;47.2540961307008, -1.5729705683673285;1.0;1.0;1.0;;1035.0;True;2022.0;640.0;235.0;both;640.0;235.0
0681888H;Lycée;Lycée polyvalent Amélie Zurcher;30 rue Jean Mermoz;68310.0;Wittelsheim;47.79825112752139, 7.236280214130423;1.0;1.0;1.0;;697.0;True;2022.0;439.0;155.0;both;439.0;155.0
0912342B;Lycée;Lycée polyvalent La Salle Igny;10 avenue de la Division Leclerc;91430.0;Igny;48.74124346981016, 2.2281145910711135;1.0;0.0;0.0;;44.0;True;2022.0;44.0;26.0;both;44.0;26.0
0754965P;Lycée;Lycée privé Lucien de Hirsch;12-14 rue Henri Murger;75019.0;Paris;48.87973125043814, 2.3763765131614325;1.0;0.0;0.0;;255.0;True;2022.0;255.0;87.0;both;255.0;87.0
0840005Z;Lycée;Lycée polyvalent Philippe de Girard;138 Route de Tarascon;84082.0;Avignon;43.92691483931859, 4.809175112989619;1.0;1.0;1.0;;515.0;True;2022.0;515.0;151.0;both;515.0;151.0
0920937U;Lycée;Lycée P. Suger;8 rue Yves du Manoir;92420.0;Vaucresson;48.8387440259539, 2.151771917810066;1.0;1.0;0.0;;171.0;True;2022.0;171.0;57.0;both;171.0;57.0
0596854E;Lycée;Lycée polyvalent du Pays de Condé;2 rue Jean Monnet;59163.0;Condé-sur-l'Escaut;50.46175198064292, 3.583239328566915;1.0;1.0;1.0;;1295.0;True;2022.0;669.0;229.0;both;669.0;229.0
0410693F;Lycée;Campus la Providence;23 rue des Saintes-Maries;41002.0;Blois;47.59301819558474, 1.3306483351272373;0.0;1.0;1.0;;625.0;True;2022.0;187.0;35.0;both;187.0;35.0
0610018N;Lycée;Lycée des Andaines;3 place du Général de Gaulle;61600.0;La Ferté-Macé;48.58662145253427, -0.35987018284005345;1.0;1.0;1.0;;274.0;True;2022.0;223.0;75.0;both;223.0;75.0
0150047V;Lycée;Lycée polyvalent privé de la communication Saint-Géraud;23 rue du Collège;15013.0;Aurillac;44.93154135603112, 2.4463300724963175;0.0;1.0;1.0;;252.0;True;2022.0;107.0;36.0;both;107.0;36.0
0761356L;Lycée;Lycée privé Providence Sainte-Thérèse;42 rue de Le Nostre;76000.0;Rouen;49.444193928132854, 1.0793354926497;0.0;1.0;1.0;;1153.0;True;2022.0;165.0;42.0;both;165.0;42.0
0951940T;Lycée;Lycée Ozar Hatorah;1 rue Jean Lurçat;95200.0;Sarcelles;48.98278214553531, 2.389436317382865;1.0;0.0;0.0;;49.0;True;2022.0;49.0;9.0;both;49.0;9.0
0622196A;Lycée;Ensemble Baudimont;32 rue Baudimont;62000.0;Arras;50.29440608237028, 2.766420307606159;1.0;1.0;1.0;;1513.0;True;2022.0;1191.0;386.0;both;1191.0;386.0
0694026B;Lycée;Lycée Rosa Parks;13 rue Pollet;69582.0;Neuville-sur-Saône;45.876496888879416, 4.84674312266278;1.0;1.0;0.0;;832.0;True;2022.0;832.0;292.0;both;832.0;292.0
0620109G;Lycée;Lycée Auguste Béhal;6 rue Paul Eluard;62300.0;Lens;50.44531044537245, 2.824519890184113;1.0;1.0;0.0;;595.0;True;2022.0;595.0;202.0;both;595.0;202.0
0753824Z;Lycée;Lycée privé Massillon;2 bis quai des Célestins;75004.0;Paris;48.85162003692189, 2.362122823440783;1.0;0.0;0.0;;449.0;True;2022.0;449.0;150.0;both;449.0;150.0
0720822C;Lycée;Lycée polyvalent Sainte-Catherine;202 rue Saint Aubin;72000.0;Le Mans;48.02212274178353, 0.17840753916174948;0.0;1.0;1.0;;604.0;True;2022.0;35.0;0.0;both;35.0;-55.0
0753842U;Lycée;Lycée privé Notre-Dame de Sion;61 rue Notre-Dame des Champs;75006.0;Paris;48.84373834521648, 2.3310526394543585;1.0;0.0;0.0;;485.0;True;2022.0;485.0;170.0;both;485.0;170.0
0942354Y;Lycée;Lycée général et technologique de l'ensemble Sainte-Marie;22 avenue de Verdun;94000.0;Créteil;48.7945218364921, 2.462664279836746;1.0;1.0;0.0;;435.0;True;2022.0;435.0;137.0;both;435.0;137.0
0593104D;Lycée;Institution Saint-Pierre;10 rue du Général Christian Goutierre;59610.0;Fourmies;50.009224390857845, 4.050339807198157;1.0;0.0;1.0;;260.0;True;2022.0;61.0;24.0;both;61.0;24.0
0320023B;Lycée;Lycée polyvalent Alain Fournier;Avenue Laplagne;32300.0;Mirande;43.51690944138923, 0.40423046772014565;1.0;0.0;1.0;;292.0;True;2022.0;202.0;83.0;both;202.0;83.0
0753834K;Lycée;Lycée privé Yabné;29 avenue Léon Bollée;75013.0;Paris;48.817845957870375, 2.3617637806292335;1.0;0.0;0.0;;422.0;True;2022.0;422.0;150.0;both;422.0;150.0
0750696Z;Lycée;Lycée Roger Verlomme;24 rue Fondary;75015.0;Paris;48.84803984332343, 2.293172591840563;0.0;1.0;0.0;;262.0;True;2022.0;262.0;0.0;both;262.0;20.0
0755025E;Lycée;Lycée privé Heikhal Menahem Sinaï;110 boulevard de Ménilmontant;75020.0;Paris;48.86551193424212, 2.38490836087795;1.0;0.0;0.0;;72.0;True;2022.0;72.0;26.0;both;72.0;26.0
0442309W;Lycée;Lycée Alcide d'Orbigny;Place de l'Edit de Nantes;44830.0;Bouaye;47.155814471199264, -1.6824500211541817;1.0;1.0;0.0;;1094.0;True;2022.0;1094.0;419.0;both;1094.0;419.0
0831243A;Lycée;Lycée Bonaparte;Avenue Winston Churchill;83097.0;Toulon;43.12593710201877, 5.926031567145824;1.0;1.0;0.0;;1449.0;True;2022.0;1449.0;489.0;both;1449.0;489.0
0442112G;Lycée;Lycée Galilée;16 avenue Gustave Flaubert;44353.0;Guérande;47.331409840034866, -2.4205095558396486;1.0;0.0;0.0;;546.0;True;2022.0;546.0;218.0;both;546.0;218.0
0940121W;Lycée;Lycée d'Arsonval;65 rue du Pont de Créteil;94107.0;Saint-Maur-des-Fossés;48.802928331916775, 2.4719285569079275;1.0;1.0;0.0;;1009.0;True;2022.0;1009.0;348.0;both;1009.0;348.0
0950646L;Lycée;Lycée René Cassin;7 avenue François Mitterrand;95500.0;Gonesse;48.98474890088596, 2.4300341996054278;1.0;1.0;0.0;;1529.0;True;2022.0;1529.0;486.0;both;1529.0;486.0
0753941B;Lycée;Lycée privé Gerson;31 rue de la Pompe;75016.0;Paris;48.86072307122093, 2.2750600647830437;1.0;0.0;0.0;;402.0;True;2022.0;402.0;153.0;both;402.0;153.0
0310047H;Lycée;Lycée général et technologique Ozenne;9 rue Merly;31070.0;Toulouse;43.60964697502873, 1.4417296932885342;1.0;1.0;0.0;;989.0;True;2022.0;989.0;321.0;both;989.0;321.0
0340059E;Lycée;Lycée Jean Moulin;1 avenue Vidal de la Blache;34120.0;Pézenas;43.45786289826628, 3.4162701300770837;1.0;1.0;0.0;;1181.0;True;2022.0;1181.0;432.0;both;1181.0;432.0
0590064Z;Lycée;Lycée Jean-Baptiste Corot;133 rue Saint Vaast;59508.0;Douai;50.37451372192315, 3.0786206356480013;1.0;1.0;0.0;;938.0;True;2022.0;938.0;334.0;both;938.0;334.0
0331590Z;Lycée;Lycée privé Saint-Vincent de Paul;47 rue des Sablières;33074.0;Bordeaux;44.82547366651575, -0.5753856185475857;0.0;1.0;0.0;;64.0;True;2022.0;64.0;24.0;both;64.0;24.0
0951048Y;Lycée;Lycée Torat Emet;14 avenue Charles Péguy;95200.0;Sarcelles;48.98121393079114, 2.3754744706076707;1.0;0.0;0.0;;100.0;True;2022.0;100.0;20.0;both;100.0;20.0
0410675L;Lycée;Lycée privé Notre-Dame des Aydes;7 rue Franciade;41000.0;Blois;47.58943397291614, 1.3298899907355375;1.0;0.0;0.0;;584.0;True;2022.0;584.0;192.0;both;584.0;192.0
0753851D;Lycée;Lycée privé La Rochefoucauld;90 bis rue Saint-Dominique;75007.0;Paris;48.85938980542361, 2.3056237464442653;1.0;0.0;0.0;;402.0;True;2022.0;402.0;143.0;both;402.0;143.0
0130175V;Lycée;Lycée Honoré Daumier;46 avenue Clot Bey;13008.0;Marseille;43.26115753776659, 5.387322425357512;1.0;1.0;0.0;;837.0;True;2022.0;837.0;281.0;both;837.0;281.0
0931565W;Lycée;Lycée Flora Tristan;27 rue des Hauts Roseaux;93160.0;Noisy-le-Grand;48.84372546299013, 2.574112902703786;1.0;1.0;0.0;;941.0;True;2022.0;941.0;309.0;both;941.0;309.0
0442095N;Lycée;Lycée La Herdrie;rue de la Basse Lande;44115.0;Basse-Goulaine;47.196760742012785, -1.4505324620466977;1.0;1.0;0.0;;987.0;True;2022.0;987.0;377.0;both;987.0;377.0
0922615T;Lycée;Lycée Lucie Aubrac;13 rue de l'industrie;92400.0;Courbevoie;48.89137296187969, 2.2556102795283532;1.0;1.0;0.0;;1092.0;True;2022.0;1092.0;349.0;both;1092.0;349.0
0760072R;Lycée;Lycée Guillaume Le Conquérant;Allée de la Côte Blanche;76170.0;Lillebonne;49.52215075998401, 0.5471138963968346;1.0;1.0;0.0;;982.0;True;2022.0;982.0;337.0;both;982.0;337.0
0932036H;Lycée;Lycée général privé Françoise Cabrini;20 rue du Dr Sureau;93167.0;Noisy-le-Grand;48.846151027322726, 2.5490887631686205;1.0;1.0;0.0;;832.0;True;2022.0;832.0;280.0;both;832.0;280.0
0180035R;Lycée;Lycée polyvalent Edouard Vaillant;41bis rue Charles Hurvoy;18108.0;Vierzon;47.22887008106044, 2.068399495654234;1.0;1.0;1.0;;923.0;True;2022.0;654.0;238.0;both;654.0;238.0
0740100G;Lycée;Lycée général et technologique privé Saint-Joseph La Salle;16 avenue d'Evian;74202.0;Thonon-les-Bains;46.37751280433491, 6.484010390884023;1.0;1.0;0.0;;629.0;True;2022.0;629.0;244.0;both;629.0;244.0
0930961P;Lycée;Lycée général privé l'Espérance;35 rue Anatole France;93622.0;Aulnay-sous-Bois;48.93507748170272, 2.493739822965016;1.0;0.0;0.0;;580.0;True;2022.0;580.0;207.0;both;580.0;207.0
0592963A;Lycée;Lycée polyvalent Saint-Martin;54 rue de Lille;59062.0;Roubaix;50.6870188739175, 3.1710495972452684;0.0;1.0;1.0;;561.0;True;2022.0;272.0;64.0;both;272.0;64.0
9840482B;Lycée;Lycée du Diadème - Te tara o mai'ao;rue Taaone;98716.0;Pirae;;1.0;1.0;1.0;;1582.0;True;2022.0;951.0;285.0;both;951.0;285.0
0850130E;Lycée;Lycée polyvalent Notre-Dame du Roc;Rue Charlemagne;85035.0;La Roche-sur-Yon;46.68408647820199, -1.4217450811868695;1.0;1.0;1.0;;1572.0;True;2022.0;979.0;312.0;both;979.0;312.0
0430947W;Lycée;Lycée général et technologique Léonard de Vinci;Le Mazel;43120.0;Monistrol-sur-Loire;45.285077699349195, 4.1749676623983065;1.0;1.0;0.0;;974.0;True;2022.0;974.0;358.0;both;974.0;358.0
0180007K;Lycée;Lycée Jacques Coeur;108 rue Jean Baffier;18026.0;Bourges;47.07302225253796, 2.409900029601231;1.0;1.0;0.0;;981.0;True;2022.0;981.0;271.0;both;981.0;271.0
0150646W;Lycée;Lycée général Émile Duclaux;16 avenue du professeur Henri Mondor;15000.0;Aurillac;44.927782859640786, 2.439440592922277;1.0;0.0;0.0;;712.0;True;2022.0;712.0;253.0;both;712.0;253.0
0790768F;Lycée;Lycée agricole Jacques Bujault;Route de la Roche;79500.0;Melle;46.22724368242259, -0.15143754635580214;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0510006E;Lycée;Lycée Pierre Bayen;22 rue du Lycée;51000.0;Châlons-en-Champagne;48.9598980704981, 4.362870556713249;1.0;0.0;0.0;;692.0;True;2022.0;692.0;241.0;both;692.0;241.0
0080006N;Lycée;Lycée Chanzy;13 rue Delvincourt;8000.0;Charleville-Mézières;49.77297015403991, 4.729619402638149;1.0;0.0;0.0;;622.0;True;2022.0;622.0;212.0;both;622.0;212.0
0530052U;Lycée;Lycée Don Bosco;18 boulevard Anatole France;53102.0;Mayenne;48.296251752223995, -0.6156195632085173;1.0;0.0;0.0;;315.0;True;2022.0;315.0;137.0;both;315.0;137.0
0850118S;Lycée;Lycée l'Espérance;Bourdevaire;85110.0;Sainte-Cécile;46.71130681785299, -1.114150564012051;1.0;0.0;0.0;;72.0;True;2022.0;72.0;27.0;both;72.0;27.0
0190011J;Lycée;Lycée d'Arsonval;Place du 15 Aout 1944;19100.0;Brive-la-Gaillarde;45.16021218275607, 1.5295602931013443;1.0;0.0;0.0;;1102.0;True;2022.0;1102.0;377.0;both;1102.0;377.0
0641535W;Lycée;Lycée agricole privé Armand David Hasparren-Bayonne;1 route des Missionnaires;64240.0;Hasparren;43.3811703856896, -1.3049882650575182;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0383242T;Lycée;Lycée général international Europole;4 place de Sfax;38012.0;Grenoble;45.19474518280158, 5.711649741387096;1.0;0.0;0.0;;509.0;True;2022.0;509.0;173.0;both;509.0;173.0
0640122K;Lycée;Lycée privé Le Beau Rameau;45 avenue du Pic du Midi;64800.0;Igon;43.15821228794494, -0.23123138128221427;1.0;0.0;0.0;;54.0;True;2022.0;54.0;11.0;both;54.0;11.0
0631162W;Lycée;Lycée agro-environnemental privé Saint-Joseph;Château de Saint-Quentin;63340.0;Le Breuil-sur-Couze;45.465048792104646, 3.2630195216007722;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0134253C;Lycée;Lycée régional Monte-Cristo;1920 avenue de Provence;13190.0;Allauch;43.32395935535817, 5.472779820483978;1.0;1.0;0.0;;783.0;True;2022.0;783.0;308.0;both;783.0;308.0
0590083V;Lycée;Lycée polyvalent Camille Claudel;Cité scolaire - 1 rue Paul Lafargue;59613.0;Fourmies;50.009882926179806, 4.043389599129955;1.0;1.0;1.0;;617.0;True;2022.0;380.0;135.0;both;380.0;135.0
0910819W;Lycée;Lycée privé du cours secondaire d'Orsay;11 rue de Courtaboeuf;91400.0;Orsay;48.69498793524664, 2.1905110839666717;1.0;0.0;0.0;;232.0;True;2022.0;232.0;70.0;both;232.0;70.0
0753598D;Lycée;Lycée privé Sévigné;28 rue Pierre Nicole;75005.0;Paris;48.840756464239895, 2.33938047906221;1.0;0.0;0.0;;356.0;True;2022.0;356.0;124.0;both;356.0;124.0
0951824S;Lycée;Lycée de l'Hautil;1 rue Gabriel Fauré;95280.0;Jouy-le-Moutier;49.009759301761505, 2.0263271559548857;1.0;1.0;1.0;;847.0;True;2022.0;479.0;166.0;both;479.0;166.0
0912384X;Lycée;Lycée Jeanne d'Arc;31 rue Alfred Leblanc;91220.0;Brétigny-sur-Orge;48.605234854524156, 2.302697837523065;1.0;0.0;0.0;;203.0;True;2022.0;203.0;73.0;both;203.0;73.0
0950640E;Lycée;Lycée Julie-Victoire Daubié;9 rue Louis Massignon;95100.0;Argenteuil;48.952685851353145, 2.2347435843817522;1.0;1.0;0.0;;885.0;True;2022.0;885.0;242.0;both;885.0;242.0
0951723G;Lycée;Lycée Montesquieu;165 rue Emile Zola;95220.0;Herblay;48.99997501055952, 2.146164327176315;1.0;1.0;0.0;;1251.0;True;2022.0;1251.0;378.0;both;1251.0;378.0
0911021R;Lycée;Lycée François Joseph Talma;1 rue des Cerfs;91805.0;Brunoy;48.693086898317304, 2.502522287814262;1.0;1.0;0.0;;1284.0;True;2022.0;1284.0;414.0;both;1284.0;414.0
0580071M;Lycée;Centre Scolaire Notre-Dame, Lycée polyvalent (voie générale et technologique);10 rue du Cloître Saint-Cyr;58000.0;Nevers;46.99029989711186, 3.152730077138178;1.0;1.0;0.0;;633.0;True;2022.0;274.0;104.0;both;274.0;104.0
0421088E;Lycée;Lycée d'enseignement général, technologique et professionnel agricole de Montbrison site de Précieux - Campus Agronova;Le Bourg;42605.0;Montbrison;45.585920678759855, 4.150929560744792;0.0;1.0;1.0;;;True;;;;left_only;646.0;146.0
0180006J;Lycée;Lycée Marguerite de Navarre;50 rue de Vauvert;18016.0;Bourges;47.08189996056373, 2.3823898880211773;1.0;1.0;0.0;;956.0;True;2022.0;956.0;345.0;both;956.0;345.0
0470018P;Lycée;Lycée Marguerite Filhol;327 avenue Charles de Gaulle;47501.0;Fumel;44.498246196584155, 0.9584148924770867;1.0;1.0;0.0;;381.0;True;2022.0;381.0;119.0;both;381.0;119.0
0541309E;Lycée;Lycée des Récollets;44 rue du Général Pershing;54400.0;Longwy;49.51753422970418, 5.765990664360251;1.0;1.0;0.0;;315.0;True;2022.0;315.0;103.0;both;315.0;103.0
0480007X;Lycée;Lycée Chaptal;Avenue Paulin Daudé;48001.0;Mende;44.52117847022215, 3.5081300790306598;1.0;0.0;0.0;;441.0;True;2022.0;441.0;162.0;both;441.0;162.0
